2022年3月14日: -0.01192788, 0.0011127935, -0.017542155, 0.0077220844, -0.005031558, -0.018021822, 0.0180163, 0.025411192, 0.0076932777, 0.009074462, -0.017781977, -0.015151468, 0.010735578, 0.0062332894, -0.014866055, -0.008052356, 0.01718073, -0.016932383, -0.028409962, 0.008420672, -0.0073349057, 0.00929928, -0.0053508095, -0.013725533, 0.013646076, 0.0117847845, -0.00880879, -0.014944594, -0.019888239, 0.01728984, -0.0018598239, -0.017392805, 0.013034279, 0.017717654, -0.014935496, -0.0024373322, 0.033602912, 0.017985405, 0.01901778, -0.02844399, -0.0031970749, -0.015547797, 0.0074189883, -0.021309858, 0.014123647, -0.006417721, -0.004685959, 0.0055379993, -0.01650907, -0.014978977
国务委员: 0.012387527, 0.008390092, 0.015688458, -0.017137548, 0.00011636704, -0.004858569, 0.003881824, 0.029454935, -0.022188988, 0.0035316674, -0.0020371368, -0.017468808, 0.010207525, 0.002263517, -0.006046894, -0.009956651, 0.006226461, 0.011233301, -0.030200962, 0.0076166103, 0.008590176, -0.0034635055, 0.006022328, 0.0034700816, -0.005108997, 0.003309944, 0.005059071, 0.01599132, 0.005202295, 0.0068733147, -0.0030433456, -0.016318345, 0.012481605, -0.016963257, -0.011661714, -0.000600016, 0.03278863, -0.0114953825, 0.02048893, -0.0064821946, 0.005341631, -0.018196998, -0.014092451, 0.0049017183, -0.00027204418, 0.013984286, -0.017896645, -0.023920136, -0.0065974137, 0.014838295
兼: -0.0026267585, 0.016472029, -0.016501559, -0.029092306, -0.0022476441, -0.01230047, -0.0021757027, 0.0032565414, -0.030097099, -0.0037779196, 0.014135399, -0.037512075, -0.0043724296, 0.011525873, 0.009888737, -0.0077261045, 0.017853081, -0.016137853, -0.0134740835, 0.004949236, 0.011466832, 0.02142754, 0.02710629, 0.0015925879, -0.002801424, 0.010767844, -0.024838481, -0.0075806985, 0.004476651, -0.016450852, -0.008173061, -0.0123729175, 0.0018904934, 0.0074772467, -0.0064183767, 0.017800406, 0.019855613, 0.010772303, 0.003154646, -0.016776934, 0.0015189064, -0.0013489369, 0.012208904, 0.006215744, 0.014928237, 0.006398127, 0.00045830858, -0.017544338, -0.0028417187, -0.0023322278
外长: -0.003989979, -0.0023367545, -0.013614527, -0.016419047, 0.014721516, -0.02697211, 0.0016459203, 0.021940598, -0.03519593, -0.005072238, 0.010680939, -0.034050997, 0.015289964, 0.02127787, 0.021103306, 0.02463742, 0.021324763, -0.018976595, -0.047569484, -0.03263315, -0.014857112, -0.003385432, -0.0013739588, -0.013577799, 0.01879817, -0.00719318, -0.028155485, 0.015463346, -0.008779875, 0.008338663, 0.019297376, 0.008698133, -0.008869513, 0.0038448398, -0.024678288, 0.014465689, 0.042838257, 0.022856837, 0.016856149, -0.012231431, 0.011066207, -0.006745536, 0.020421015, -0.012293736, 0.030824145, -0.014935165, -0.039963566, 0.009245649, -0.004101788, 0.008647021
王毅: 0.017018037, -0.0041214535, 0.0011534848, -0.010737291, 0.011844682, -0.016894987, 0.030393206, 0.03029333, -0.022488423, -0.00562082, 0.0107819, -0.024002552, 0.008247038, 0.02865049, -0.006979828, 0.010182576, 0.018147338, 0.015606568, -0.027705833, -0.0380432, 0.0012456698, 0.00655428, 0.03263173, -0.0049868166, 0.018856183, 0.0002617006, -0.013493327, -0.004794451, -0.011016221, -0.0055465554, 0.018336168, 0.01095352, -0.009050124, 0.002368837, -0.02587489, 0.012681726, 0.018699534, -0.01674867, 0.01228805, -0.036488388, 0.03824502, -0.012783851, 0.019770063, -0.018069962, 0.04163737, 0.02287887, -0.036151074, -0.02852977, -0.00027560932, -0.0073460187
同: -0.0042612436, -0.0066924375, 0.017875604, -0.027814357, -0.0055588908, -0.022370774, 0.0009374266, 0.030684177, -0.0129037555, -0.00852013, -0.014620648, -0.027518889, 0.006068902, 0.01721841, 0.020265417, 0.023504116, 0.017457493, -0.01554714, -0.0118443165, -0.024272677, 0.01670692, 0.017269513, 0.021103805, -0.026411224, -0.0025931348, 0.0146220885, -0.016653636, 0.01081741, 0.0016068474, -0.0022430439, 0.02409074, -0.009198957, -0.027544545, -0.018314272, -0.016495027, -0.0075626653, 0.047974244, 0.009695924, 0.006184343, -0.0007420839, 0.041462906, 0.010176093, 0.017645285, -0.023641706, 0.033988442, -0.014251122, -0.027906613, -0.008280163, 0.0070789224, 0.0012944996
印尼: -0.015013717, 0.015697008, 0.0170585, -0.011542257, 0.039219238, -0.047448367, 0.037489973, 0.07176111, -0.037615895, -0.01888433, -0.007042429, -0.068313845, 0.0059517906, 0.03250178, 0.01378922, 0.039684728, 0.011011818, 0.021792056, -0.066765405, -0.041193817, 0.003613886, 0.015349356, 0.044030238, -0.03254959, 0.04682368, -0.001431767, -0.030115692, 0.02018585, -0.025835136, 0.012007884, 0.028314678, -0.023074115, -0.015229862, -0.01922309, -0.019076128, 0.0251488, 0.07690304, 0.013549905, 0.06706728, -0.015734736, 0.06323413, -0.016977742, -0.014181222, -0.0066278554, 0.05909999, 0.023954159, -0.02642786, -0.01945147, 0.019591223, -0.0003657954
蕾特诺: 0.016426364, 0.022580475, 0.004784921, -0.028503656, 0.02888111, -0.024858586, 0.028454805, 0.03782895, 0.0037908233, -0.022226574, 0.016594702, -0.04459519, -0.0056023686, -0.008371729, -0.007295304, 0.027096275, 0.018413814, -0.0044927965, -0.021544421, -0.02572673, 0.015312695, 0.022477271, 0.013499026, -0.013996073, 0.0011070715, 0.0064147133, -0.007164836, 5.3276704e-05, 0.005458363, -0.008537586, -0.014381758, -0.011423919, -0.007210477, -0.017437182, -0.024471678, -0.0074380785, 0.049144622, 0.016388504, 0.02205914, -0.0022560607, 0.038109966, -0.00368136, 0.015728202, 0.0045885546, 0.041842915, 0.018385235, -0.028482728, -0.012746624, 0.008742664, 0.0067039044
通电话: -0.008917768, 0.019309128, 0.016459808, 0.011727211, 0.023807002, -0.025826083, 0.0064827832, -0.0016191525, -0.01780236, -0.01955738, 0.0063497615, -0.012579855, -0.010073646, 0.021564944, 0.004017201, 0.0065925485, -0.0059130443, -0.006390151, -0.019702144, 0.0067005875, 0.0050651897, -0.0047195507, 0.016298685, -0.0014883952, 0.0017508118, 0.015291608, -0.013233356, 0.017627582, -0.013155834, -0.015002164, -0.0066966135, -0.011208222, -0.0047219796, -0.005686814, 0.0036070007, 0.015838405, 0.012175681, 0.008719024, 0.0064938953, -0.0066182604, 0.00797935, -0.006098305, -0.007907632, -0.011017913, 0.015218534, 0.0051203794, -0.028673971, 0.008114496, -0.00039180453, -0.0067429743
表示: -0.0129185645, 0.006737124, -0.01051992, -0.017250758, 0.021672998, -0.008143809, 0.02315717, 0.038465492, -0.026186723, 0.010976175, -0.015753789, -0.020580726, -0.0061831074, 0.01493374, -0.0063924314, 0.006069304, -0.008281169, 0.014996674, -0.021943687, -0.03247626, 0.0010320373, -0.0044338303, 0.031143257, 0.010551755, 0.012889252, -0.003577864, -0.009593938, 0.017001297, -0.030324858, -0.00047928534, 0.017831236, -0.0029098075, -0.006456963, -0.02414903, 0.0024187833, -0.0013449105, 0.028947417, 0.006556475, 0.025426842, -0.017857553, 0.030639157, -0.015594325, -0.017861336, 0.015461932, 0.050419334, -0.009749625, -0.0156463, -0.008616751, 0.018950429, -0.017050592
中国: -0.008956822, -0.0054950514, -0.007872867, -0.027767673, 0.0066576474, -0.027403865, 0.0021188727, 0.0036430315, 0.009331654, -0.0053451103, -0.017436573, -0.0057273316, -0.011135698, 0.0020947824, 0.0076498003, -0.0070695835, -0.01826743, -0.011270552, -0.004471837, 0.005733693, 0.007090027, 0.012564143, 0.017145133, -0.012793525, 0.030119015, 0.010531226, 0.0014026535, 0.021541147, -0.024983399, 0.0008096022, 0.020754552, -0.0062595843, -0.01895387, -0.007097336, -0.014688259, 0.00082658767, 0.016570631, 0.016445834, 0.01460283, -0.002473906, 0.007148131, 0.015625944, -0.011103647, -0.02189255, 0.012285671, -0.012364049, -0.0226284, -0.00409696, 0.010606094, 0.0025271317
和: -0.015207305, 0.017871061, -0.00048503987, -0.025128728, 0.04471704, -0.04964089, 0.050554708, 0.055617325, -0.041572757, 0.013036365, -0.008244814, -0.05845503, 0.0127888685, 0.005322854, 0.0037277893, 0.033348262, -0.0058399974, 0.01893972, -0.07444384, -0.04187853, 0.009190143, 0.04556031, 0.027655307, -0.032761708, 0.047935553, -0.008356242, -0.006424567, 0.010832803, -0.03179912, -0.019719956, 0.009213176, -0.009863976, -0.0057211593, 0.0064217653, -0.0415616, 0.026982522, 0.0840353, -0.009778972, 0.048689373, -0.027335213, 0.058299016, -0.0026249287, 0.011695746, -0.005285194, 0.09663107, 0.019819519, -0.061292678, -0.033716947, 0.021033728, 0.0075715855
为: 0.00047024523, 0.016863586, -0.004363898, -0.028543346, 0.04289202, -0.024822904, 0.035992786, 0.07372939, -0.05121225, 0.0065912455, -0.013718965, -0.0671807, 0.040693298, 0.021806091, 0.021684641, 0.013623601, 0.005105338, 0.029104227, -0.08534972, -0.057458784, -0.016339242, 0.01677038, 0.02247983, -0.031616125, 0.053875595, -0.019829992, -0.004696062, 0.02305261, -0.0402958, 0.0056779752, 0.020091059, -0.032846194, -0.03179125, -0.0126811685, -0.04835206, 0.01864732, 0.07030906, 0.006261589, 0.0581473, -0.042010892, 0.041443877, 0.0010383136, 0.003186104, 0.007675509, 0.08533101, 0.018854292, -0.041831058, -0.024829218, 0.011393477, -0.0064605186
重要: 0.004301723, 0.016470242, -0.0007405768, -0.00504313, 0.029033482, -0.015652873, 0.03069653, 0.01402419, -0.0019922194, 0.0069667837, 0.008283693, -0.04576945, 0.007923828, 0.015555771, -0.009259827, -0.0031594946, 0.010798039, -0.0103408545, -0.038906485, -0.0029247338, -0.014836496, 0.028804353, 0.014373049, 0.0024509355, 0.009661331, -0.015798662, -0.027165426, 0.0040622, -0.022371046, -0.008146365, 0.02125448, -0.022843856, -0.02053039, -0.014684711, -0.02618499, -0.00992763, 0.027504904, 0.021133555, 0.038501695, -0.02792689, 0.004690642, -0.0060192836, -0.01637343, -0.013443289, 0.019248435, 0.010354347, -0.034276485, -0.00572762, 0.013094778, 0.009134736
发展中: 0.010585632, 0.0015367345, 0.0073375027, -0.008765786, 0.025600366, 0.0021896365, 0.010087679, 0.024620662, -0.024283938, -0.012276379, -0.01573671, -0.019876871, -0.0036444617, -0.0011628126, 0.0052486095, 0.013318716, -0.019104976, 0.0061057457, -0.012479992, -0.0064525427, -0.0069860914, 0.028449384, 0.029062433, -0.0053729163, 0.014500084, -0.022424178, -0.01744736, 0.0041522374, -0.0007895279, -0.0009318904, -0.01358486, 0.0065953545, -0.02165294, 0.01408479, 0.0005841537, -0.0068954565, 0.029761804, 0.01735782, 0.0054148533, -0.026559262, 0.036023267, 0.0026952317, 0.022507893, -0.023983408, 0.021234944, 0.016941208, -0.018027047, -0.010393601, -0.007440695, -0.012820375
大国: -0.009483479, 0.0029047742, 0.009966003, -0.026104344, -0.0060515385, -0.03844978, 0.03939602, 0.043870762, -0.026970964, -0.020526085, 0.00020023467, -0.023432113, 0.008011705, 0.012999359, -0.0063550156, 0.021847175, 0.0022580752, 0.021288512, -0.053120974, -0.03250776, -0.019504357, 0.012940744, -0.0010409065, 0.0024716181, 0.005553629, -0.01794123, 0.00014191815, -0.010441849, -0.0105942935, -0.016553365, 0.025855212, 0.009909123, -0.005339308, 0.007788841, -0.0059373807, -0.0015437652, 0.05459771, -0.018292112, 0.04216265, -0.014521529, 0.018876247, -0.008362997, 0.021997897, -0.015768018, 0.052794125, -0.0073760594, -0.003958737, -0.011044056, 0.026201762, -0.008175174
